Cell_ID,Timestamp,RSRP,SINR,Latency,Throughput,Packet_Loss,Connected_Users,Signal_Quality,Network_Load,Network_Health_Index
CELL_0650,2026-01-07 18:15:00,-110.3,5.4,49.0,171.2,4.26,291,79.12,0.97,-21.556296296296303
CELL_0651,2026-01-07 18:30:00,-96.9,16.5,21.0,18.1,0.49,259,91.13999999999999,0.8633333333333333,-20.3930303030303
CELL_0652,2026-01-07 18:45:00,-72.4,10.7,41.9,50.7,1.43,45,97.46,0.15,-38.59168224299065
CELL_0653,2026-01-07 19:00:00,-75.0,9.5,29.8,125.2,1.53,88,95.7,0.29333333333333333,-18.15105263157895
CELL_0654,2026-01-07 19:15:00,-91.7,10.9,22.4,88.5,0.02,136,89.86,0.4533333333333333,-14.300733944954127
CELL_0655,2026-01-07 19:30:00,-80.7,21.4,40.2,59.0,1.8,179,100.56,0.5966666666666667,-39.242990654205606
CELL_0656,2026-01-07 19:45:00,-76.1,13.9,24.7,64.6,2.76,99,97.9,0.33,-22.812517985611507
CELL_0657,2026-01-07 20:00:00,-87.7,2.5,20.4,166.2,4.46,110,86.41999999999999,0.36666666666666664,41.61999999999999
CELL_0658,2026-01-07 20:15:00,-106.8,26.6,9.2,19.7,0.09,269,93.24000000000001,0.8966666666666666,-8.5493984962406
CELL_0659,2026-01-07 20:30:00,-88.4,24.4,36.8,155.0,1.06,28,99.28,0.09333333333333334,-31.507540983606553
CELL_0660,2026-01-07 20:45:00,-92.4,16.3,59.9,97.1,3.88,197,92.82,0.6566666666666666,-57.82294478527607
CELL_0661,2026-01-07 21:00:00,-100.4,26.7,37.4,172.1,0.67,266,95.86,0.8866666666666667,-31.62430711610487
CELL_0662,2026-01-07 21:15:00,-94.5,11.9,32.6,134.2,4.24,94,89.34,0.31333333333333335,-25.562689075630253
CELL_0663,2026-01-07 21:30:00,-82.1,4.2,13.8,115.4,2.83,84,89.68,0.28,10.846190476190477
CELL_0664,2026-01-07 21:45:00,-83.2,14.5,24.7,47.7,2.44,42,95.42,0.14,-23.85034482758621
CELL_0665,2026-01-07 22:00:00,-106.8,7.0,41.8,106.0,3.96,208,81.48,0.6933333333333334,-30.617142857142856
CELL_0666,2026-01-07 22:15:00,-96.5,13.6,7.6,196.2,1.62,276,89.56,0.92,5.206470588235294
CELL_0667,2026-01-07 22:30:00,-88.3,8.2,45.8,117.8,2.85,202,89.6,0.6733333333333333,-34.28414634146341
CELL_0668,2026-01-07 22:45:00,-87.3,11.0,40.9,167.9,2.58,202,91.68,0.6733333333333333,-28.21636363636363
CELL_0669,2026-01-07 23:00:00,-71.4,6.7,27.3,164.4,1.73,256,95.46,0.8533333333333334,-4.492686567164181
CELL_0670,2026-01-07 23:15:00,-75.6,0.2,53.5,90.8,1.15,273,89.88,0.91,399.34999999999997
CELL_0671,2026-01-07 23:30:00,-87.8,6.3,15.3,75.6,3.59,70,88.66,0.23333333333333334,-6.890000000000001
CELL_0672,2026-01-07 23:45:00,-86.9,12.4,23.2,27.1,3.38,255,92.67999999999999,0.85,-24.394516129032258
CELL_0673,2026-01-08 00:00:00,-109.5,4.8,50.8,9.4,0.22,92,79.08,0.30666666666666664,-49.06166666666666
CELL_0674,2026-01-08 00:15:00,-113.3,15.4,54.0,33.6,0.83,102,83.92,0.34,-52.64818181818182
CELL_0675,2026-01-08 00:30:00,-94.2,12.2,58.3,129.3,4.39,155,89.64,0.5166666666666667,-52.09163934426229
CELL_0676,2026-01-08 00:45:00,-72.6,6.5,38.4,96.9,2.41,122,94.86,0.4066666666666667,-25.90230769230769
CELL_0677,2026-01-08 01:00:00,-78.5,18.0,48.7,165.0,0.91,271,99.4,0.9033333333333333,-40.443333333333335
CELL_0678,2026-01-08 01:15:00,-106.8,21.7,23.8,93.4,2.95,127,90.3,0.42333333333333334,-22.44585253456221
CELL_0679,2026-01-08 01:30:00,-101.1,4.0,5.9,106.9,4.55,224,81.96000000000001,0.7466666666666667,16.275000000000002
CELL_0680,2026-01-08 01:45:00,-78.7,18.2,14.8,180.8,3.0,282,99.44,0.94,-7.865934065934066
CELL_0681,2026-01-08 02:00:00,-94.8,3.5,31.5,30.4,3.02,10,84.18,0.03333333333333333,-25.834285714285716
CELL_0682,2026-01-08 02:15:00,-75.2,23.2,40.7,106.8,1.85,32,103.84,0.10666666666666667,-37.94655172413793
CELL_0683,2026-01-08 02:30:00,-85.1,12.9,56.6,99.0,3.84,189,93.7,0.63,-52.765581395348846
CELL_0684,2026-01-08 02:45:00,-90.5,22.2,46.9,140.9,0.49,78,97.12,0.26,-41.043153153153156
CELL_0685,2026-01-08 03:00:00,-107.3,23.0,55.1,21.3,2.99,288,90.88,0.96,-57.16391304347827
CELL_0686,2026-01-08 03:15:00,-99.6,5.7,44.0,158.9,2.89,70,83.58,0.23333333333333334,-19.01280701754386
CELL_0687,2026-01-08 03:30:00,-94.0,11.3,16.3,161.8,2.04,64,89.18,0.21333333333333335,-4.021415929203541
CELL_0688,2026-01-08 03:45:00,-112.3,19.5,18.9,171.7,2.12,197,86.78,0.6566666666666666,-12.214871794871794
CELL_0689,2026-01-08 04:00:00,-89.4,29.8,26.9,44.7,2.76,295,102.11999999999999,0.9833333333333333,-28.159999999999997
CELL_0690,2026-01-08 04:15:00,-95.9,11.1,35.5,54.5,1.53,186,88.3,0.62,-32.12009009009009
CELL_0691,2026-01-08 04:30:00,-81.3,11.9,12.6,173.4,0.6,127,94.62,0.42333333333333334,1.3714285714285714
CELL_0692,2026-01-08 04:45:00,-97.7,21.0,13.9,46.8,2.0,183,93.52,0.61,-13.67142857142857
CELL_0693,2026-01-08 05:00:00,-80.0,18.4,42.7,15.2,1.95,12,99.03999999999999,0.04,-43.823913043478264
CELL_0694,2026-01-08 05:15:00,-79.8,24.7,30.9,122.0,0.44,144,102.9,0.48,-26.400728744939272
CELL_0695,2026-01-08 05:30:00,-108.9,2.4,7.1,79.9,4.92,276,77.88,0.92,21.27166666666667
CELL_0696,2026-01-08 05:45:00,-105.7,28.9,8.2,155.9,0.88,263,95.06,0.8766666666666667,-3.6855363321799297
CELL_0697,2026-01-08 06:00:00,-98.1,6.1,41.1,161.8,1.43,27,84.41999999999999,0.09,-16.00540983606557
CELL_0698,2026-01-08 06:15:00,-80.8,15.3,43.4,125.0,3.37,194,96.86,0.6466666666666666,-38.60006535947712
CELL_0699,2026-01-08 06:30:00,-108.0,0.0,13.7,199.4,3.9,190,76.8,0.6333333333333333,1976.3999999999999
CELL_0700,2026-01-08 06:45:00,-86.5,12.2,16.0,8.0,3.52,56,92.72,0.18666666666666668,-18.864262295081968
CELL_0701,2026-01-08 07:00:00,-92.5,21.8,35.8,118.7,1.74,151,96.08,0.5033333333333333,-32.095045871559634
CELL_0702,2026-01-08 07:15:00,-108.7,28.9,30.0,83.8,0.02,99,93.86,0.33,-27.120346020761247
CELL_0703,2026-01-08 07:30:00,-99.6,3.2,9.0,62.4,4.74,272,82.08,0.9066666666666666,5.76
CELL_0704,2026-01-08 07:45:00,-72.2,26.3,49.7,117.1,3.47,203,106.89999999999999,0.6766666666666666,-48.71752851711027
CELL_0705,2026-01-08 08:00:00,-91.8,23.1,46.7,192.4,2.29,245,97.14,0.8166666666666667,-40.660995670995675
CELL_0706,2026-01-08 08:15:00,-75.2,25.9,31.5,55.3,1.91,122,105.46,0.4066666666666667,-31.274864864864863
CELL_0707,2026-01-08 08:30:00,-86.2,6.9,22.4,191.3,2.58,14,89.66,0.04666666666666667,2.744637681159423
CELL_0708,2026-01-08 08:45:00,-85.0,7.9,20.8,82.8,3.74,185,90.74000000000001,0.6166666666666667,-14.058987341772154
CELL_0709,2026-01-08 09:00:00,-116.2,27.9,31.2,73.9,4.47,147,90.25999999999999,0.49,-33.021254480286736
CELL_0710,2026-01-08 09:15:00,-110.9,22.4,56.2,42.1,3.69,130,89.07999999999998,0.43333333333333335,-58.010535714285716
CELL_0711,2026-01-08 09:30:00,-83.2,26.2,16.4,44.5,1.25,192,102.44,0.64,-15.95152671755725
CELL_0712,2026-01-08 09:45:00,-112.2,3.2,55.6,136.8,3.32,13,77.03999999999999,0.043333333333333335,-16.17
CELL_0713,2026-01-08 10:00:00,-81.8,16.2,7.3,99.0,3.1,262,97.0,0.8733333333333333,-4.288888888888888
CELL_0714,2026-01-08 10:15:00,-75.1,26.4,36.6,58.6,0.91,271,105.8,0.9033333333333333,-35.29030303030303
CELL_0715,2026-01-08 10:30:00,-106.0,6.7,36.7,15.6,4.0,254,81.61999999999999,0.8466666666666667,-38.37164179104478
CELL_0716,2026-01-08 10:45:00,-73.0,1.0,24.1,172.8,3.88,244,91.4,0.8133333333333334,144.82000000000002
CELL_0717,2026-01-08 11:00:00,-71.2,20.9,30.3,139.4,0.06,117,104.06,0.39,-23.690143540669855
CELL_0718,2026-01-08 11:15:00,-101.0,3.0,24.9,173.1,0.94,144,81.39999999999999,0.48,31.859999999999996
CELL_0719,2026-01-08 11:30:00,-108.1,14.1,38.7,76.4,2.49,117,85.22,0.39,-35.77156028368795
CELL_0720,2026-01-08 11:45:00,-99.0,22.6,25.1,83.1,2.25,77,93.96000000000001,0.25666666666666665,-23.673008849557526
CELL_0721,2026-01-08 12:00:00,-71.0,20.6,49.8,145.6,4.02,294,103.96000000000001,0.98,-46.75203883495145
CELL_0722,2026-01-08 12:15:00,-98.4,11.4,13.0,192.0,0.75,14,87.47999999999999,0.04666666666666667,3.092105263157894
CELL_0723,2026-01-08 12:30:00,-111.2,15.0,59.8,170.6,2.59,171,84.52,0.57,-51.016666666666666
CELL_0724,2026-01-08 12:45:00,-80.7,9.0,35.9,115.7,1.99,93,93.12,0.31,-25.034444444444443
CELL_0725,2026-01-08 13:00:00,-117.0,24.4,31.2,127.8,2.25,181,87.84,0.6033333333333334,-28.212295081967213
CELL_0726,2026-01-08 13:15:00,-107.0,10.8,35.7,163.0,1.72,220,83.67999999999999,0.7333333333333333,-22.32740740740741
CELL_0727,2026-01-08 13:30:00,-113.9,26.0,58.0,43.8,2.88,285,90.03999999999999,0.95,-59.19538461538462
CELL_0728,2026-01-08 13:45:00,-111.3,23.4,24.5,136.3,2.44,238,89.52,0.7933333333333333,-21.115213675213678
CELL_0729,2026-01-08 14:00:00,-75.5,11.4,20.8,128.2,0.72,95,96.64,0.31666666666666665,-10.274385964912284
CELL_0730,2026-01-08 14:15:00,-88.0,27.9,28.2,124.4,2.02,46,101.53999999999999,0.15333333333333332,-25.76121863799283
CELL_0731,2026-01-08 14:30:00,-116.0,10.3,22.2,132.3,3.55,212,79.78,0.7066666666666667,-12.905339805825243
CELL_0732,2026-01-08 14:45:00,-106.4,13.3,52.5,75.8,2.93,240,85.42,0.8,-49.73075187969925
CELL_0733,2026-01-08 15:00:00,-99.3,5.5,6.3,146.9,3.31,50,83.58,0.16666666666666666,17.09909090909091
CELL_0734,2026-01-08 15:15:00,-109.5,11.9,10.3,187.7,2.37,37,83.34,0.12333333333333334,3.103109243697477
CELL_0735,2026-01-08 15:30:00,-118.7,11.9,47.1,21.2,1.31,89,79.66,0.2966666666666667,-46.628487394957986
CELL_0736,2026-01-08 15:45:00,-115.8,27.9,26.4,49.7,3.69,236,90.42,0.7866666666666666,-28.308637992831542
CELL_0737,2026-01-08 16:00:00,-88.7,3.9,51.1,10.6,3.32,176,86.86,0.5866666666666667,-51.702051282051286
CELL_0738,2026-01-08 16:15:00,-76.8,14.0,52.9,187.3,2.74,79,97.68,0.2633333333333333,-42.261428571428574
CELL_0739,2026-01-08 16:30:00,-71.5,20.9,14.7,121.5,3.16,298,103.94,0.9933333333333333,-12.046602870813397
CELL_0740,2026-01-08 16:45:00,-98.3,19.2,34.4,182.2,2.41,126,92.2,0.42,-27.320416666666663
CELL_0741,2026-01-08 17:00:00,-79.8,13.3,25.1,55.7,1.52,10,96.06,0.03333333333333333,-22.43203007518797
CELL_0742,2026-01-08 17:15:00,-93.8,22.7,12.5,60.9,2.68,261,96.1,0.87,-12.497180616740089
CELL_0743,2026-01-08 17:30:00,-72.7,14.3,5.5,88.9,1.46,128,99.5,0.4266666666666667,-0.7432167832167833
CELL_0744,2026-01-08 17:45:00,-80.2,16.4,15.4,177.0,2.19,137,97.75999999999999,0.45666666666666667,-6.797317073170731
CELL_0745,2026-01-08 18:00:00,-111.8,22.1,26.4,78.8,1.31,226,88.53999999999999,0.7533333333333333,-24.14438914027149
CELL_0746,2026-01-08 18:15:00,-88.7,15.5,49.0,124.6,3.47,149,93.82,0.49666666666666665,-44.431290322580644
CELL_0747,2026-01-08 18:30:00,-105.8,22.3,49.5,85.5,4.27,103,91.06,0.3433333333333333,-49.93591928251121
CELL_0748,2026-01-08 18:45:00,-113.2,3.3,30.0,93.3,3.5,261,76.69999999999999,0.87,-5.227272727272727
CELL_0749,2026-01-08 19:00:00,-110.6,0.6,7.7,109.3,0.93,62,76.12,0.20666666666666667,173.53666666666666
CELL_0750,2026-01-08 19:15:00,-105.9,3.8,29.1,6.6,0.45,17,79.91999999999999,0.056666666666666664,-27.813157894736843
CELL_0751,2026-01-08 19:30:00,-95.3,10.3,22.1,160.9,4.99,247,88.06,0.8233333333333334,-11.468640776699031
CELL_0752,2026-01-08 19:45:00,-85.2,1.0,9.4,151.4,0.73,146,86.52,0.4866666666666667,141.27
CELL_0753,2026-01-08 20:00:00,-81.2,2.1,30.9,42.5,4.21,205,88.78,0.6833333333333333,-14.871904761904762
CELL_0754,2026-01-08 20:15:00,-78.6,3.7,47.2,53.5,3.86,236,90.78,0.7866666666666666,-36.60054054054054
CELL_0755,2026-01-08 20:30:00,-107.6,29.8,16.0,148.4,0.47,116,94.84,0.38666666666666666,-11.490134228187921
CELL_0756,2026-01-08 20:45:00,-96.4,20.4,22.2,68.0,3.15,31,93.67999999999999,0.10333333333333333,-22.016666666666666
CELL_0757,2026-01-08 21:00:00,-82.8,16.5,11.7,98.8,1.49,194,96.78,0.6466666666666666,-7.202121212121212
CELL_0758,2026-01-08 21:15:00,-75.6,25.9,17.0,27.0,3.16,176,105.3,0.5866666666666667,-19.117528957528958
CELL_0759,2026-01-08 21:30:00,-119.2,23.8,37.2,82.2,1.22,31,86.6,0.10333333333333333,-34.96621848739496
CELL_0760,2026-01-08 21:45:00,-90.9,20.7,42.9,35.2,3.85,137,96.06,0.45666666666666667,-45.04951690821256
CELL_0761,2026-01-08 22:00:00,-112.1,2.7,39.0,186.5,4.98,40,76.78,0.13333333333333333,25.094074074074076
CELL_0762,2026-01-08 22:15:00,-117.0,19.3,43.6,159.3,0.63,129,84.78,0.43,-35.976113989637305
CELL_0763,2026-01-08 22:30:00,-104.2,16.8,40.5,72.7,4.46,108,88.39999999999999,0.36,-40.63261904761905
CELL_0764,2026-01-08 22:45:00,-118.9,11.3,44.8,53.9,0.2,234,79.22,0.78,-40.230088495575224
CELL_0765,2026-01-08 23:00:00,-92.0,16.3,32.0,115.5,2.72,175,92.97999999999999,0.5833333333333334,-27.63411042944785
CELL_0766,2026-01-08 23:15:00,-83.4,8.3,50.7,183.3,2.77,45,91.61999999999999,0.15,-31.385662650602413
CELL_0767,2026-01-08 23:30:00,-93.4,13.5,50.1,110.6,2.27,269,90.74,0.8966666666666666,-44.177407407407415
CELL_0768,2026-01-08 23:45:00,-101.0,5.6,6.0,172.1,3.88,132,82.96,0.44,20.85214285714286
CELL_0769,2026-01-09 00:00:00,-104.0,1.9,58.2,164.7,0.95,264,79.53999999999999,0.88,27.53421052631578
CELL_0770,2026-01-09 00:15:00,-81.7,4.6,20.6,84.9,1.61,59,90.08,0.19666666666666666,-3.7534782608695645
CELL_0771,2026-01-09 00:30:00,-93.8,2.0,50.9,30.3,4.37,113,83.68,0.37666666666666665,-40.12
CELL_0772,2026-01-09 00:45:00,-114.6,5.7,6.7,130.1,1.94,260,77.58,0.8666666666666667,14.184561403508772
CELL_0773,2026-01-09 01:00:00,-93.7,21.0,19.1,76.4,3.03,46,95.12,0.15333333333333332,-18.491904761904763
CELL_0774,2026-01-09 01:15:00,-119.3,27.6,41.1,186.0,4.16,249,88.84,0.83,-38.520869565217396
CELL_0775,2026-01-09 01:30:00,-79.9,1.8,35.7,188.0,2.08,198,89.12,0.66,66.66444444444444
CELL_0776,2026-01-09 01:45:00,-80.3,1.7,38.9,108.2,3.67,165,88.9,0.55,21.077058823529413
CELL_0777,2026-01-09 02:00:00,-116.1,6.5,33.6,24.7,1.16,207,77.46000000000001,0.69,-30.96
CELL_0778,2026-01-09 02:15:00,-110.5,15.8,18.7,126.9,0.89,295,85.28,0.9833333333333333,-11.558354430379747
CELL_0779,2026-01-09 02:30:00,-99.2,3.2,40.1,74.8,2.29,228,82.24,0.76,-19.015000000000004
CELL_0780,2026-01-09 02:45:00,-75.9,5.0,14.9,83.3,1.69,90,92.64,0.3,0.06999999999999984
CELL_0781,2026-01-09 03:00:00,-93.3,18.0,56.3,181.0,2.75,176,93.47999999999999,0.5866666666666667,-48.99444444444444
CELL_0782,2026-01-09 03:15:00,-77.8,12.4,39.8,166.1,1.62,133,96.32,0.44333333333333336,-28.024838709677418
CELL_0783,2026-01-09 03:30:00,-91.8,6.4,47.1,185.6,1.27,241,87.12,0.8033333333333333,-19.370000000000005
CELL_0784,2026-01-09 03:45:00,-97.6,11.9,44.9,196.7,2.98,275,88.1,0.9166666666666666,-31.35058823529412
CELL_0785,2026-01-09 04:00:00,-113.2,26.7,5.4,197.0,1.07,171,90.74,0.57,0.9082771535580518
CELL_0786,2026-01-09 04:15:00,-118.9,24.7,42.9,58.8,2.77,294,87.25999999999999,0.98,-43.28943319838057
CELL_0787,2026-01-09 04:30:00,-91.5,17.1,10.2,94.8,0.78,145,93.66,0.48333333333333334,-5.436140350877193
CELL_0788,2026-01-09 04:45:00,-101.6,17.5,17.8,163.2,0.46,214,89.86,0.7133333333333334,-8.934285714285716
CELL_0789,2026-01-09 05:00:00,-91.5,6.5,9.2,68.3,2.41,259,87.3,0.8633333333333333,-1.1023076923076918
CELL_0790,2026-01-09 05:15:00,-78.7,20.7,36.7,182.0,2.98,163,100.94,0.5433333333333333,-30.887729468599037
CELL_0791,2026-01-09 05:30:00,-118.1,24.3,26.0,157.1,4.61,181,87.34,0.6033333333333334,-24.144979423868314
CELL_0792,2026-01-09 05:45:00,-102.6,24.5,27.9,174.2,4.35,126,93.66,0.42,-25.139795918367348
CELL_0793,2026-01-09 06:00:00,-82.6,25.5,56.1,128.6,3.16,37,102.25999999999999,0.12333333333333334,-54.21686274509804
CELL_0794,2026-01-09 06:15:00,-104.8,1.2,34.7,34.2,2.51,123,78.8,0.41,-8.709999999999999
CELL_0795,2026-01-09 06:30:00,-112.3,20.2,59.9,194.4,3.76,268,87.19999999999999,0.8933333333333333,-54.03623762376237
CELL_0796,2026-01-09 06:45:00,-115.5,13.0,48.3,33.9,1.68,253,81.6,0.8433333333333334,-47.372307692307686
CELL_0797,2026-01-09 07:00:00,-91.4,1.5,27.0,21.6,2.51,76,84.34,0.25333333333333335,-15.11
CELL_0798,2026-01-09 07:15:00,-81.9,14.4,15.9,82.1,2.86,297,95.88,0.99,-13.058611111111112
CELL_0799,2026-01-09 07:30:00,-89.2,22.1,18.5,19.0,3.88,175,97.58,0.5833333333333334,-21.520271493212668
CELL_0800,2026-01-09 07:45:00,-85.8,17.3,11.2,85.6,1.83,107,96.06,0.3566666666666667,-8.082023121387284
CELL_0801,2026-01-09 08:00:00,-104.0,17.8,6.3,64.4,4.94,236,89.08,0.7866666666666666,-7.622022471910112
CELL_0802,2026-01-09 08:15:00,-88.8,13.2,55.8,50.5,3.43,89,92.39999999999999,0.2966666666666667,-55.40424242424242
CELL_0803,2026-01-09 08:30:00,-82.1,25.6,11.2,15.6,4.74,85,102.52000000000001,0.2833333333333333,-15.330625
CELL_0804,2026-01-09 08:45:00,-76.6,24.6,5.8,140.3,0.56,240,104.12,0.8,-0.6567479674796748
CELL_0805,2026-01-09 09:00:00,-96.4,10.0,45.7,46.3,2.73,142,87.44,0.47333333333333333,-43.8
CELL_0806,2026-01-09 09:15:00,-92.6,18.7,59.6,140.5,3.34,202,94.18,0.6733333333333333,-55.426631016042776
CELL_0807,2026-01-09 09:30:00,-90.8,19.9,7.4,38.2,1.42,148,95.62,0.49333333333333335,-6.900402010050251
CELL_0808,2026-01-09 09:45:00,-117.3,19.6,5.5,80.8,1.36,194,84.84,0.6466666666666666,-2.737551020408164
CELL_0809,2026-01-09 10:00:00,-76.8,0.6,52.7,131.6,1.16,204,89.64,0.68,165.47333333333333
CELL_0810,2026-01-09 10:15:00,-94.6,21.3,54.7,99.5,2.99,55,94.94,0.18333333333333332,-53.01863849765259
CELL_0811,2026-01-09 10:30:00,-110.7,15.0,30.2,185.6,0.11,136,84.72,0.4533333333333333,-17.936666666666667
CELL_0812,2026-01-09 10:45:00,-73.9,9.1,31.9,150.2,0.09,190,95.9,0.6333333333333333,-15.484505494505495
CELL_0813,2026-01-09 11:00:00,-102.2,9.1,59.8,195.8,1.38,41,84.58,0.13666666666666666,-39.66351648351648
CELL_0814,2026-01-09 11:15:00,-88.7,26.4,54.0,163.9,0.15,294,100.35999999999999,0.98,-47.94166666666666
CELL_0815,2026-01-09 11:30:00,-72.5,6.8,23.8,81.6,0.69,205,95.08,0.6833333333333333,-12.49
CELL_0816,2026-01-09 11:45:00,-94.0,20.3,53.0,138.9,2.09,88,94.58,0.29333333333333333,-48.2476354679803
CELL_0817,2026-01-09 12:00:00,-98.7,9.4,38.3,92.6,0.66,80,86.16,0.26666666666666666,-29.108936170212765
CELL_0818,2026-01-09 12:15:00,-90.9,20.5,16.1,31.9,3.44,278,95.94,0.9266666666666666,-17.98390243902439
CELL_0819,2026-01-09 12:30:00,-74.5,12.9,55.0,155.2,3.28,299,97.94,0.9966666666666667,-46.24899224806202
CELL_0820,2026-01-09 12:45:00,-74.1,9.5,35.7,190.0,0.59,172,96.06,0.5733333333333334,-16.290000000000003
CELL_0821,2026-01-09 13:00:00,-78.0,4.4,6.6,67.1,4.86,220,91.44,0.7333333333333333,3.7899999999999983
CELL_0822,2026-01-09 13:15:00,-104.8,22.4,50.2,129.2,3.69,87,91.52,0.29,-48.12214285714286
CELL_0823,2026-01-09 13:30:00,-81.0,3.2,15.2,153.7,3.06,146,89.52000000000001,0.4866666666666667,29.77125
CELL_0824,2026-01-09 13:45:00,-89.7,18.4,37.8,50.0,0.13,50,95.16,0.16666666666666666,-35.21260869565217
CELL_0825,2026-01-09 14:00:00,-85.6,14.3,32.6,122.9,3.56,201,94.34,0.67,-27.565594405594407
CELL_0826,2026-01-09 14:15:00,-110.8,11.6,31.1,36.9,1.13,219,82.64,0.73,-29.04896551724138
CELL_0827,2026-01-09 14:30:00,-81.8,0.5,19.8,85.5,3.71,113,87.58,0.37666666666666665,147.48999999999998
CELL_0828,2026-01-09 14:45:00,-82.1,2.0,56.0,197.2,4.34,260,88.36,0.8666666666666667,38.25999999999999
CELL_0829,2026-01-09 15:00:00,-85.6,26.0,53.8,88.4,3.88,204,101.36,0.68,-54.28
CELL_0830,2026-01-09 15:15:00,-84.0,11.8,56.7,116.5,2.68,29,93.47999999999999,0.09666666666666666,-49.5071186440678
CELL_0831,2026-01-09 15:30:00,-94.0,13.5,50.5,13.3,4.98,275,90.5,0.9166666666666666,-54.494814814814816
CELL_0832,2026-01-09 15:45:00,-93.1,29.5,7.2,80.5,3.83,35,100.46,0.11666666666666667,-8.301186440677967
CELL_0833,2026-01-09 16:00:00,-110.5,13.2,53.6,155.9,1.43,95,83.72,0.31666666666666665,-43.21939393939394
CELL_0834,2026-01-09 16:15:00,-98.9,18.4,8.0,105.8,0.71,241,91.47999999999999,0.8033333333333333,-2.96
CELL_0835,2026-01-09 16:30:00,-115.5,15.0,14.9,119.2,4.47,289,82.8,0.9633333333333334,-11.423333333333332
CELL_0836,2026-01-09 16:45:00,-113.2,12.4,29.8,39.9,2.95,113,82.16,0.37666666666666665,-29.532258064516128
CELL_0837,2026-01-09 17:00:00,-75.9,2.7,22.8,131.5,3.56,93,91.25999999999999,0.31,22.343703703703703
CELL_0838,2026-01-09 17:15:00,-84.1,3.7,11.3,92.6,1.81,278,88.58,0.9266666666666666,11.917027027027023
CELL_0839,2026-01-09 17:30:00,-84.6,21.8,58.6,124.4,0.8,291,99.24000000000001,0.97,-53.69357798165137
CELL_0840,2026-01-09 17:45:00,-101.0,23.0,55.2,115.3,3.3,86,93.39999999999999,0.2866666666666667,-53.48695652173913
CELL_0841,2026-01-09 18:00:00,-111.9,4.3,47.3,15.0,1.54,238,77.82,0.7933333333333333,-45.35162790697674
CELL_0842,2026-01-09 18:15:00,-105.6,5.4,54.4,192.3,0.02,139,81.0,0.4633333333333333,-18.808888888888884
CELL_0843,2026-01-09 18:30:00,-119.4,14.9,32.4,162.5,3.04,262,81.17999999999999,0.8733333333333333,-24.53395973154362
CELL_0844,2026-01-09 18:45:00,-108.1,17.7,31.2,85.0,0.4,13,87.38,0.043333333333333335,-26.797740112994347
CELL_0845,2026-01-09 19:00:00,-107.8,16.4,39.1,113.7,4.13,35,86.72,0.11666666666666667,-36.297073170731714
CELL_0846,2026-01-09 19:15:00,-110.8,1.7,24.2,33.3,0.16,162,76.7,0.54,-4.7717647058823545
CELL_0847,2026-01-09 19:30:00,-103.4,2.6,11.0,198.8,0.81,155,80.19999999999999,0.5166666666666667,64.65153846153846
CELL_0848,2026-01-09 19:45:00,-89.4,20.7,37.7,158.5,0.89,243,96.66,0.81,-30.93299516908213
CELL_0849,2026-01-09 20:00:00,-82.5,10.8,7.0,154.9,1.61,204,93.48,0.68,5.732592592592591
CELL_0850,2026-01-09 20:15:00,-79.0,22.8,51.4,17.7,2.35,72,102.08,0.24,-52.973684210526315
CELL_0851,2026-01-09 20:30:00,-85.3,8.2,34.0,107.3,3.48,39,90.8,0.13,-24.394634146341463
CELL_0852,2026-01-09 20:45:00,-114.5,21.9,39.6,197.5,2.42,157,87.34,0.5233333333333333,-33.00173515981735
CELL_0853,2026-01-09 21:00:00,-98.6,25.4,19.3,117.2,3.12,76,95.8,0.25333333333333335,-17.805826771653543
CELL_0854,2026-01-09 21:15:00,-89.3,14.9,45.1,102.1,4.04,129,93.22,0.43,-42.28765100671141
CELL_0855,2026-01-09 21:30:00,-84.6,29.4,5.1,9.7,3.13,70,103.8,0.23333333333333334,-7.900068027210884
CELL_0856,2026-01-09 21:45:00,-83.1,6.2,38.8,85.9,0.23,189,90.47999999999999,0.63,-25.175161290322578
CELL_0857,2026-01-09 22:00:00,-92.0,19.1,5.6,44.2,1.41,44,94.66,0.14666666666666667,-4.695863874345549
CELL_0858,2026-01-09 22:15:00,-104.6,15.2,22.8,6.2,3.43,184,87.28,0.6133333333333333,-25.822105263157894
CELL_0859,2026-01-09 22:30:00,-100.2,17.1,57.8,167.2,0.97,183,90.17999999999999,0.61,-48.99222222222222
CELL_0860,2026-01-09 22:45:00,-73.9,14.4,31.1,11.9,0.68,89,99.08,0.2966666666666667,-30.953611111111112
CELL_0861,2026-01-09 23:00:00,-88.6,26.8,34.5,70.3,3.92,221,100.64,0.7366666666666667,-35.79686567164179
CELL_0862,2026-01-09 23:15:00,-73.6,1.7,33.7,115.2,3.39,294,91.58,0.98,30.67470588235294
CELL_0863,2026-01-09 23:30:00,-93.2,6.2,42.7,160.9,4.44,191,86.44,0.6366666666666667,-21.188387096774196
CELL_0864,2026-01-09 23:45:00,-116.7,4.5,51.2,71.1,1.88,283,76.02,0.9433333333333334,-37.28000000000001
CELL_0865,2026-01-10 00:00:00,-77.9,17.1,26.4,121.1,4.32,167,99.1,0.5566666666666666,-23.63812865497076
CELL_0866,2026-01-10 00:15:00,-84.7,9.4,6.7,85.7,2.49,131,91.75999999999999,0.43666666666666665,-0.0729787234042556
